,Date,Dollars per Million Btu
5520,2018 03 12 Mon,2.78
5521,2018 03 13 Tue,2.76
5522,2018 03 14 Wed,2.69
5523,2018 03 15 Thu,2.7
5524,2018 03 16 Fri,2.62
5525,2018 03 19 Mon,2.62
5526,2018 03 20 Tue,2.71
5527,2018 03 21 Wed,2.74
5528,2018 03 22 Thu,2.62
5529,2018 03 23 Fri,2.58
5530,2018 03 26 Mon,2.63
5531,2018 03 27 Tue,2.6
5532,2018 03 28 Wed,2.64
5533,2018 03 29 Thu,2.81
5534,2018 03 30 Fri,
5535,2018 04 02 Mon,2.75
5536,2018 04 03 Tue,2.75
5537,2018 04 04 Wed,2.81
5538,2018 04 05 Thu,2.81
5539,2018 04 06 Fri,2.81
5540,2018 04 09 Mon,2.78
5541,2018 04 10 Tue,2.78
5542,2018 04 11 Wed,2.74
5543,2018 04 12 Thu,2.76
5544,2018 04 13 Fri,2.82
5545,2018 04 16 Mon,2.88
5546,2018 04 17 Tue,2.84
5547,2018 04 18 Wed,2.85
5548,2018 04 19 Thu,2.8
5549,2018 04 20 Fri,2.78
5550,2018 04 23 Mon,2.78
5551,2018 04 24 Tue,2.79
5552,2018 04 25 Wed,2.81
5553,2018 04 26 Thu,2.81
5554,2018 04 27 Fri,2.82
5555,2018 04 30 Mon,2.75
5556,2018 05 01 Tue,2.75
5557,2018 05 02 Wed,2.77
5558,2018 05 03 Thu,2.75
5559,2018 05 04 Fri,2.75
5560,2018 05 07 Mon,2.74
5561,2018 05 08 Tue,2.77
5562,2018 05 09 Wed,2.75
5563,2018 05 10 Thu,2.78
5564,2018 05 11 Fri,2.75
5565,2018 05 14 Mon,2.84
5566,2018 05 15 Tue,2.83
5567,2018 05 16 Wed,2.85
5568,2018 05 17 Thu,2.75
5569,2018 05 18 Fri,2.75
5570,2018 05 21 Mon,2.77
5571,2018 05 22 Tue,2.76
5572,2018 05 23 Wed,2.89
5573,2018 05 24 Thu,2.88
5574,2018 05 25 Fri,2.88
5575,2018 05 28 Mon,
5576,2018 05 29 Tue,2.84
5577,2018 05 30 Wed,2.83
5578,2018 05 31 Thu,2.94
5579,2018 06 01 Fri,2.91
5580,2018 06 04 Mon,2.89
5581,2018 06 05 Tue,2.89
5582,2018 06 06 Wed,2.89
5583,2018 06 07 Thu,3.02
5584,2018 06 08 Fri,2.91
5585,2018 06 11 Mon,3.0
5586,2018 06 12 Tue,2.98
5587,2018 06 13 Wed,2.98
5588,2018 06 14 Thu,2.99
5589,2018 06 15 Fri,3.02
5590,2018 06 18 Mon,2.99
5591,2018 06 19 Tue,2.95
5592,2018 06 20 Wed,2.96
5593,2018 06 21 Thu,3.08
5594,2018 06 22 Fri,2.95
5595,2018 06 25 Mon,2.96
5596,2018 06 26 Tue,2.98
5597,2018 06 27 Wed,3.01
5598,2018 06 28 Thu,2.99
5599,2018 06 29 Fri,2.96
5600,2018 07 02 Mon,2.9
5601,2018 07 03 Tue,2.9
5602,2018 07 04 Wed,
5603,2018 07 05 Thu,2.91
5604,2018 07 06 Fri,2.91
5605,2018 07 09 Mon,2.9
5606,2018 07 10 Tue,2.9
5607,2018 07 11 Wed,2.89
5608,2018 07 12 Thu,2.89
5609,2018 07 13 Fri,2.86
5610,2018 07 16 Mon,2.76
5611,2018 07 17 Tue,2.81
5612,2018 07 18 Wed,2.8
5613,2018 07 19 Thu,2.75
5614,2018 07 20 Fri,2.79
5615,2018 07 23 Mon,2.79
5616,2018 07 24 Tue,2.73
5617,2018 07 25 Wed,2.82
5618,2018 07 26 Thu,2.82
5619,2018 07 27 Fri,2.78
5620,2018 07 30 Mon,2.75
5621,2018 07 31 Tue,2.82
5622,2018 08 01 Wed,2.8
5623,2018 08 02 Thu,2.77
5624,2018 08 03 Fri,2.86
5625,2018 08 06 Mon,2.85
5626,2018 08 07 Tue,2.95
5627,2018 08 08 Wed,2.99
5628,2018 08 09 Thu,3.02
5629,2018 08 10 Fri,2.96
5630,2018 08 13 Mon,2.92
5631,2018 08 14 Tue,3.02
5632,2018 08 15 Wed,3.02
5633,2018 08 16 Thu,3.02
5634,2018 08 17 Fri,3.01
5635,2018 08 20 Mon,3.04
5636,2018 08 21 Tue,3.01
5637,2018 08 22 Wed,3.02
5638,2018 08 23 Thu,3.01
5639,2018 08 24 Fri,2.99
5640,2018 08 27 Mon,2.98
5641,2018 08 28 Tue,2.98
5642,2018 08 29 Wed,2.96
5643,2018 08 30 Thu,2.96
5644,2018 08 31 Fri,2.98
5645,2018 09 03 Mon,
5646,2018 09 04 Tue,2.96
5647,2018 09 05 Wed,3.0
5648,2018 09 06 Thu,2.93
5649,2018 09 07 Fri,2.88
5650,2018 09 10 Mon,2.9
5651,2018 09 11 Tue,2.94
5652,2018 09 12 Wed,2.98
5653,2018 09 13 Thu,2.94
5654,2018 09 14 Fri,2.91
5655,2018 09 17 Mon,2.95
5656,2018 09 18 Tue,3.0
5657,2018 09 19 Wed,3.11
5658,2018 09 20 Thu,3.07
5659,2018 09 21 Fri,3.02
5660,2018 09 24 Mon,3.04
5661,2018 09 25 Tue,3.12
5662,2018 09 26 Wed,3.1
5663,2018 09 27 Thu,3.05
5664,2018 09 28 Fri,3.01
5665,2018 10 01 Mon,3.13
5666,2018 10 02 Tue,3.14
5667,2018 10 03 Wed,3.26
5668,2018 10 04 Thu,3.39
5669,2018 10 05 Fri,3.25
5670,2018 10 08 Mon,3.28
5671,2018 10 09 Tue,3.4
5672,2018 10 10 Wed,3.45
5673,2018 10 11 Thu,3.16
5674,2018 10 12 Fri,3.19
5675,2018 10 15 Mon,3.26
5676,2018 10 16 Tue,3.27
5677,2018 10 17 Wed,3.3
5678,2018 10 18 Thu,3.28
5679,2018 10 19 Fri,3.2
5680,2018 10 22 Mon,3.2
5681,2018 10 23 Tue,3.28
5682,2018 10 24 Wed,3.42
5683,2018 10 25 Thu,3.42
5684,2018 10 26 Fri,3.27
5685,2018 10 29 Mon,3.2
5686,2018 10 30 Tue,3.27
5687,2018 10 31 Wed,3.31
5688,2018 11 01 Thu,3.36
5689,2018 11 02 Fri,3.26
5690,2018 11 05 Mon,3.53
5691,2018 11 06 Tue,3.53
5692,2018 11 07 Wed,3.54
5693,2018 11 08 Thu,3.54
5694,2018 11 09 Fri,3.74
5695,2018 11 12 Mon,3.96
5696,2018 11 13 Tue,4.1
5697,2018 11 14 Wed,4.1
5698,2018 11 15 Thu,4.69
5699,2018 11 16 Fri,4.3
5700,2018 11 19 Mon,4.65
5701,2018 11 20 Tue,4.65
5702,2018 11 21 Wed,4.7
5703,2018 11 22 Thu,
5704,2018 11 23 Fri,
5705,2018 11 26 Mon,4.28
5706,2018 11 27 Tue,4.28
5707,2018 11 28 Wed,4.5
5708,2018 11 29 Thu,4.5
5709,2018 11 30 Fri,4.61
5710,2018 12 03 Mon,4.4
5711,2018 12 04 Tue,4.4
5712,2018 12 05 Wed,4.69
5713,2018 12 06 Thu,4.44
5714,2018 12 07 Fri,4.51
5715,2018 12 10 Mon,4.54
5716,2018 12 11 Tue,4.53
5717,2018 12 12 Wed,4.53
5718,2018 12 13 Thu,4.31
5719,2018 12 14 Fri,3.99
5720,2018 12 17 Mon,3.8
5721,2018 12 18 Tue,3.8
5722,2018 12 19 Wed,3.64
5723,2018 12 20 Thu,3.7
5724,2018 12 21 Fri,3.7
5725,2018 12 24 Mon,
5726,2018 12 25 Tue,
5727,2018 12 26 Wed,3.42
5728,2018 12 27 Thu,3.1
5729,2018 12 28 Fri,3.25
5730,2018 12 31 Mon,
5731,2019 01 01 Tue,
5732,2019 01 02 Wed,3.25
5733,2019 01 03 Thu,2.72
5734,2019 01 04 Fri,2.8
5735,2019 01 07 Mon,2.74
5736,2019 01 08 Tue,2.89
5737,2019 01 09 Wed,2.92
5738,2019 01 10 Thu,2.95
5739,2019 01 11 Fri,2.95
5740,2019 01 14 Mon,3.36
5741,2019 01 15 Tue,3.54
5742,2019 01 16 Wed,3.58
5743,2019 01 17 Thu,3.58
5744,2019 01 18 Fri,3.43
5745,2019 01 21 Mon,
5746,2019 01 22 Tue,3.43
5747,2019 01 23 Wed,3.13
5748,2019 01 24 Thu,3.13
5749,2019 01 25 Fri,3.07
5750,2019 01 28 Mon,3.05
5751,2019 01 29 Tue,2.94
5752,2019 01 30 Wed,3.0
5753,2019 01 31 Thu,2.82
5754,2019 02 01 Fri,2.7
5755,2019 02 04 Mon,2.57
5756,2019 02 05 Tue,2.54
5757,2019 02 06 Wed,2.58
5758,2019 02 07 Thu,2.62
5759,2019 02 08 Fri,2.66
5760,2019 02 11 Mon,2.76
5761,2019 02 12 Tue,2.71
5762,2019 02 13 Wed,2.61
5763,2019 02 14 Thu,2.61
5764,2019 02 15 Fri,2.59
5765,2019 02 18 Mon,
5766,2019 02 19 Tue,2.69
5767,2019 02 20 Wed,2.69
5768,2019 02 21 Thu,2.73
5769,2019 02 22 Fri,2.74
5770,2019 02 25 Mon,2.84
5771,2019 02 26 Tue,2.74
5772,2019 02 27 Wed,2.89
5773,2019 02 28 Thu,2.89
5774,2019 03 01 Fri,3.19
5775,2019 03 04 Mon,4.25
5776,2019 03 05 Tue,3.18
5777,2019 03 06 Wed,3.18
5778,2019 03 07 Thu,2.9
5779,2019 03 08 Fri,2.9
5780,2019 03 11 Mon,2.86
5781,2019 03 12 Tue,2.83
5782,2019 03 13 Wed,2.87
5783,2019 03 14 Thu,2.95
5784,2019 03 15 Fri,2.95
5785,2019 03 18 Mon,2.9
5786,2019 03 19 Tue,2.92
5787,2019 03 20 Wed,2.86
5788,2019 03 21 Thu,2.86
5789,2019 03 22 Fri,2.75
5790,2019 03 25 Mon,2.72
5791,2019 03 26 Tue,2.74
5792,2019 03 27 Wed,2.69
5793,2019 03 28 Thu,2.69
5794,2019 03 29 Fri,2.73
5795,2019 04 01 Mon,2.73
5796,2019 04 02 Tue,2.76
5797,2019 04 03 Wed,2.74
5798,2019 04 04 Thu,2.66
5799,2019 04 05 Fri,2.62
5800,2019 04 08 Mon,2.72
5801,2019 04 09 Tue,2.71
5802,2019 04 10 Wed,2.72
5803,2019 04 11 Thu,2.72
5804,2019 04 12 Fri,2.75
5805,2019 04 15 Mon,2.75
5806,2019 04 16 Tue,2.66
5807,2019 04 17 Wed,2.55
5808,2019 04 18 Thu,2.54
5809,2019 04 19 Fri,
5810,2019 04 22 Mon,2.61
5811,2019 04 23 Tue,2.53
5812,2019 04 24 Wed,2.53
5813,2019 04 25 Thu,2.54
5814,2019 04 26 Fri,2.58
5815,2019 04 29 Mon,2.58
5816,2019 04 30 Tue,2.59
5817,2019 05 01 Wed,2.59
5818,2019 05 02 Thu,2.63
5819,2019 05 03 Fri,2.59
5820,2019 05 06 Mon,2.54
5821,2019 05 07 Tue,2.54
5822,2019 05 08 Wed,2.64
5823,2019 05 09 Thu,2.62
5824,2019 05 10 Fri,2.64
5825,2019 05 13 Mon,2.71
5826,2019 05 14 Tue,2.7
5827,2019 05 15 Wed,2.69
5828,2019 05 16 Thu,2.62
5829,2019 05 17 Fri,2.61
5830,2019 05 20 Mon,2.7
5831,2019 05 21 Tue,2.73
5832,2019 05 22 Wed,2.73
5833,2019 05 23 Thu,2.56
5834,2019 05 24 Fri,2.6
5835,2019 05 27 Mon,
5836,2019 05 28 Tue,2.65
5837,2019 05 29 Wed,2.69
5838,2019 05 30 Thu,2.69
5839,2019 05 31 Fri,2.59
5840,2019 06 03 Mon,2.5
5841,2019 06 04 Tue,2.45
5842,2019 06 05 Wed,2.45
5843,2019 06 06 Thu,2.4
5844,2019 06 07 Fri,2.43
5845,2019 06 10 Mon,2.42
5846,2019 06 11 Tue,2.41
5847,2019 06 12 Wed,2.43
5848,2019 06 13 Thu,2.43
5849,2019 06 14 Fri,2.37
5850,2019 06 17 Mon,2.46
5851,2019 06 18 Tue,2.44
5852,2019 06 19 Wed,2.43
5853,2019 06 20 Thu,2.38
5854,2019 06 21 Fri,2.27
5855,2019 06 24 Mon,2.31
5856,2019 06 25 Tue,2.31
5857,2019 06 26 Wed,2.34
5858,2019 06 27 Thu,2.32
5859,2019 06 28 Fri,2.42
5860,2019 07 01 Mon,2.33
5861,2019 07 02 Tue,2.3
5862,2019 07 03 Wed,2.29
5863,2019 07 04 Thu,
5864,2019 07 05 Fri,
5865,2019 07 08 Mon,2.39
5866,2019 07 09 Tue,2.41
5867,2019 07 10 Wed,2.49
5868,2019 07 11 Thu,2.54
5869,2019 07 12 Fri,2.54
5870,2019 07 15 Mon,2.53
5871,2019 07 16 Tue,2.53
5872,2019 07 17 Wed,2.44
5873,2019 07 18 Thu,2.38
5874,2019 07 19 Fri,2.3
5875,2019 07 22 Mon,2.33
5876,2019 07 23 Tue,2.34
5877,2019 07 24 Wed,2.33
5878,2019 07 25 Thu,2.26
5879,2019 07 26 Fri,2.23
5880,2019 07 29 Mon,2.23
5881,2019 07 30 Tue,2.22
5882,2019 07 31 Wed,2.28
5883,2019 08 01 Thu,2.36
5884,2019 08 02 Fri,2.12
5885,2019 08 05 Mon,2.02
5886,2019 08 06 Tue,2.15
5887,2019 08 07 Wed,2.18
5888,2019 08 08 Thu,2.13
5889,2019 08 09 Fri,2.09
5890,2019 08 12 Mon,2.21
5891,2019 08 13 Tue,2.24
5892,2019 08 14 Wed,2.22
5893,2019 08 15 Thu,2.19
5894,2019 08 16 Fri,2.2
5895,2019 08 19 Mon,2.26
5896,2019 08 20 Tue,2.35
5897,2019 08 21 Wed,2.31
5898,2019 08 22 Thu,2.28
5899,2019 08 23 Fri,2.15
5900,2019 08 26 Mon,2.23
5901,2019 08 27 Tue,2.24
5902,2019 08 28 Wed,2.24
5903,2019 08 29 Thu,2.36
5904,2019 08 30 Fri,2.33
5905,2019 09 02 Mon,
5906,2019 09 03 Tue,2.39
5907,2019 09 04 Wed,2.48
5908,2019 09 05 Thu,2.49
5909,2019 09 06 Fri,2.49
5910,2019 09 09 Mon,2.65
5911,2019 09 10 Tue,2.67
5912,2019 09 11 Wed,2.63
5913,2019 09 12 Thu,2.62
5914,2019 09 13 Fri,2.61
5915,2019 09 16 Mon,2.75
5916,2019 09 17 Tue,2.7
5917,2019 09 18 Wed,2.72
5918,2019 09 19 Thu,2.65
5919,2019 09 20 Fri,2.34
5920,2019 09 23 Mon,2.55
5921,2019 09 24 Tue,2.55
5922,2019 09 25 Wed,2.54
5923,2019 09 26 Thu,2.57
5924,2019 09 27 Fri,2.41
5925,2019 09 30 Mon,2.37
5926,2019 10 01 Tue,2.36
5927,2019 10 02 Wed,2.36
5928,2019 10 03 Thu,2.31
5929,2019 10 04 Fri,2.25
5930,2019 10 07 Mon,2.36
5931,2019 10 08 Tue,
5932,2019 10 09 Wed,
5933,2019 10 10 Thu,
5934,2019 10 11 Fri,
