,Date,Dollars per Million Btu
3180,2009 03 23 Mon,4.17
3181,2009 03 24 Tue,4.13
3182,2009 03 25 Wed,4.13
3183,2009 03 26 Thu,4.16
3184,2009 03 27 Fri,3.73
3185,2009 03 30 Mon,3.63
3186,2009 03 31 Tue,3.58
3187,2009 04 01 Wed,3.56
3188,2009 04 02 Thu,3.69
3189,2009 04 03 Fri,3.66
3190,2009 04 06 Mon,3.74
3191,2009 04 07 Tue,3.6
3192,2009 04 08 Wed,3.5
3193,2009 04 09 Thu,3.59
3194,2009 04 10 Fri,
3195,2009 04 13 Mon,3.46
3196,2009 04 14 Tue,3.59
3197,2009 04 15 Wed,3.6
3198,2009 04 16 Thu,3.54
3199,2009 04 17 Fri,3.47
3200,2009 04 20 Mon,3.55
3201,2009 04 21 Tue,3.43
3202,2009 04 22 Wed,3.48
3203,2009 04 23 Thu,3.46
3204,2009 04 24 Fri,3.31
3205,2009 04 27 Mon,3.19
3206,2009 04 28 Tue,3.29
3207,2009 04 29 Wed,3.43
3208,2009 04 30 Thu,3.25
3209,2009 05 01 Fri,3.3
3210,2009 05 04 Mon,3.47
3211,2009 05 05 Tue,3.62
3212,2009 05 06 Wed,3.67
3213,2009 05 07 Thu,3.96
3214,2009 05 08 Fri,4.16
3215,2009 05 11 Mon,4.24
3216,2009 05 12 Tue,4.41
3217,2009 05 13 Wed,4.42
3218,2009 05 14 Thu,4.1
3219,2009 05 15 Fri,4.05
3220,2009 05 18 Mon,4.02
3221,2009 05 19 Tue,3.99
3222,2009 05 20 Wed,3.75
3223,2009 05 21 Thu,3.77
3224,2009 05 22 Fri,3.41
3225,2009 05 25 Mon,
3226,2009 05 26 Tue,3.35
3227,2009 05 27 Wed,3.49
3228,2009 05 28 Thu,3.55
3229,2009 05 29 Fri,3.92
3230,2009 06 01 Mon,3.86
3231,2009 06 02 Tue,4.05
3232,2009 06 03 Wed,3.81
3233,2009 06 04 Thu,3.58
3234,2009 06 05 Fri,3.51
3235,2009 06 08 Mon,3.53
3236,2009 06 09 Tue,3.53
3237,2009 06 10 Wed,3.56
3238,2009 06 11 Thu,3.51
3239,2009 06 12 Fri,3.54
3240,2009 06 15 Mon,3.8
3241,2009 06 16 Tue,4.16
3242,2009 06 17 Wed,3.99
3243,2009 06 18 Thu,4.19
3244,2009 06 19 Fri,4.04
3245,2009 06 22 Mon,4.01
3246,2009 06 23 Tue,3.91
3247,2009 06 24 Wed,3.8
3248,2009 06 25 Thu,3.82
3249,2009 06 26 Fri,3.81
3250,2009 06 29 Mon,3.88
3251,2009 06 30 Tue,3.72
3252,2009 07 01 Wed,3.63
3253,2009 07 02 Thu,3.49
3254,2009 07 03 Fri,
3255,2009 07 06 Mon,3.24
3256,2009 07 07 Tue,3.3
3257,2009 07 08 Wed,3.22
3258,2009 07 09 Thu,3.36
3259,2009 07 10 Fri,3.24
3260,2009 07 13 Mon,3.17
3261,2009 07 14 Tue,3.29
3262,2009 07 15 Wed,3.37
3263,2009 07 16 Thu,3.21
3264,2009 07 17 Fri,3.39
3265,2009 07 20 Mon,3.49
3266,2009 07 21 Tue,3.48
3267,2009 07 22 Wed,3.49
3268,2009 07 23 Thu,3.66
3269,2009 07 24 Fri,3.37
3270,2009 07 27 Mon,3.46
3271,2009 07 28 Tue,3.49
3272,2009 07 29 Wed,3.41
3273,2009 07 30 Thu,3.34
3274,2009 07 31 Fri,3.34
3275,2009 08 03 Mon,3.43
3276,2009 08 04 Tue,3.53
3277,2009 08 05 Wed,3.61
3278,2009 08 06 Thu,3.78
3279,2009 08 07 Fri,3.57
3280,2009 08 10 Mon,3.55
3281,2009 08 11 Tue,3.54
3282,2009 08 12 Wed,3.36
3283,2009 08 13 Thu,3.34
3284,2009 08 14 Fri,3.18
3285,2009 08 17 Mon,3.11
3286,2009 08 18 Tue,3.12
3287,2009 08 19 Wed,3.03
3288,2009 08 20 Thu,3.03
3289,2009 08 21 Fri,2.78
3290,2009 08 24 Mon,2.69
3291,2009 08 25 Tue,2.85
3292,2009 08 26 Wed,2.76
3293,2009 08 27 Thu,2.76
3294,2009 08 28 Fri,2.52
3295,2009 08 31 Mon,2.42
3296,2009 09 01 Tue,2.36
3297,2009 09 02 Wed,2.25
3298,2009 09 03 Thu,2.06
3299,2009 09 04 Fri,1.83
3300,2009 09 07 Mon,
3301,2009 09 08 Tue,2.43
3302,2009 09 09 Wed,2.72
3303,2009 09 10 Thu,2.68
3304,2009 09 11 Fri,2.94
3305,2009 09 14 Mon,2.84
3306,2009 09 15 Tue,3.21
3307,2009 09 16 Wed,3.28
3308,2009 09 17 Thu,3.5
3309,2009 09 18 Fri,3.21
3310,2009 09 21 Mon,3.35
3311,2009 09 22 Tue,3.37
3312,2009 09 23 Wed,3.43
3313,2009 09 24 Thu,3.56
3314,2009 09 25 Fri,3.61
3315,2009 09 28 Mon,3.54
3316,2009 09 29 Tue,3.3
3317,2009 09 30 Wed,3.25
3318,2009 10 01 Thu,2.91
3319,2009 10 02 Fri,2.32
3320,2009 10 05 Mon,2.89
3321,2009 10 06 Tue,3.23
3322,2009 10 07 Wed,3.7
3323,2009 10 08 Thu,4.24
3324,2009 10 09 Fri,3.92
3325,2009 10 12 Mon,3.96
3326,2009 10 13 Tue,4.03
3327,2009 10 14 Wed,3.82
3328,2009 10 15 Thu,3.88
3329,2009 10 16 Fri,3.94
3330,2009 10 19 Mon,4.22
3331,2009 10 20 Tue,4.6
3332,2009 10 21 Wed,4.8
3333,2009 10 22 Thu,4.98
3334,2009 10 23 Fri,4.88
3335,2009 10 26 Mon,4.52
3336,2009 10 27 Tue,4.52
3337,2009 10 28 Wed,4.59
3338,2009 10 29 Thu,4.11
3339,2009 10 30 Fri,4.11
3340,2009 11 02 Mon,4.32
3341,2009 11 03 Tue,4.33
3342,2009 11 04 Wed,4.49
3343,2009 11 05 Thu,4.3
3344,2009 11 06 Fri,3.95
3345,2009 11 09 Mon,3.78
3346,2009 11 10 Tue,3.76
3347,2009 11 11 Wed,3.59
3348,2009 11 12 Thu,3.24
3349,2009 11 13 Fri,2.51
3350,2009 11 16 Mon,2.65
3351,2009 11 17 Tue,3.47
3352,2009 11 18 Wed,3.74
3353,2009 11 19 Thu,3.57
3354,2009 11 20 Fri,3.09
3355,2009 11 23 Mon,3.79
3356,2009 11 24 Tue,3.63
3357,2009 11 25 Wed,3.32
3358,2009 11 26 Thu,
3359,2009 11 27 Fri,3.32
3360,2009 11 30 Mon,4.41
3361,2009 12 01 Tue,4.3
3362,2009 12 02 Wed,4.67
3363,2009 12 03 Thu,4.57
3364,2009 12 04 Fri,4.53
3365,2009 12 07 Mon,4.78
3366,2009 12 08 Tue,5.1
3367,2009 12 09 Wed,5.27
3368,2009 12 10 Thu,5.02
3369,2009 12 11 Fri,5.21
3370,2009 12 14 Mon,5.41
3371,2009 12 15 Tue,5.53
3372,2009 12 16 Wed,5.57
3373,2009 12 17 Thu,5.65
3374,2009 12 18 Fri,5.87
3375,2009 12 21 Mon,5.79
3376,2009 12 22 Tue,5.56
3377,2009 12 23 Wed,5.55
3378,2009 12 24 Thu,5.75
3379,2009 12 25 Fri,
3380,2009 12 28 Mon,5.91
3381,2009 12 29 Tue,6.01
3382,2009 12 30 Wed,5.78
3383,2009 12 31 Thu,5.82
3384,2010 01 01 Fri,
3385,2010 01 04 Mon,6.09
3386,2010 01 05 Tue,6.19
3387,2010 01 06 Wed,6.47
3388,2010 01 07 Thu,7.51
3389,2010 01 08 Fri,6.56
3390,2010 01 11 Mon,5.77
3391,2010 01 12 Tue,5.57
3392,2010 01 13 Wed,5.61
3393,2010 01 14 Thu,5.77
3394,2010 01 15 Fri,5.66
3395,2010 01 18 Mon,
3396,2010 01 19 Tue,5.51
3397,2010 01 20 Wed,5.54
3398,2010 01 21 Thu,5.52
3399,2010 01 22 Fri,5.67
3400,2010 01 25 Mon,5.76
3401,2010 01 26 Tue,5.61
3402,2010 01 27 Wed,5.42
3403,2010 01 28 Thu,5.32
3404,2010 01 29 Fri,5.26
3405,2010 02 01 Mon,5.3
3406,2010 02 02 Tue,5.47
3407,2010 02 03 Wed,5.51
3408,2010 02 04 Thu,5.47
3409,2010 02 05 Fri,5.61
3410,2010 02 08 Mon,5.73
3411,2010 02 09 Tue,5.54
3412,2010 02 10 Wed,5.48
3413,2010 02 11 Thu,5.53
3414,2010 02 12 Fri,5.48
3415,2010 02 15 Mon,
3416,2010 02 16 Tue,5.65
3417,2010 02 17 Wed,5.47
3418,2010 02 18 Thu,5.4
3419,2010 02 19 Fri,5.1
3420,2010 02 22 Mon,4.92
3421,2010 02 23 Tue,4.91
3422,2010 02 24 Wed,4.91
3423,2010 02 25 Thu,4.84
3424,2010 02 26 Fri,4.76
3425,2010 03 01 Mon,4.83
3426,2010 03 02 Tue,4.78
3427,2010 03 03 Wed,4.76
3428,2010 03 04 Thu,4.78
3429,2010 03 05 Fri,4.56
3430,2010 03 08 Mon,4.47
3431,2010 03 09 Tue,4.51
3432,2010 03 10 Wed,4.44
3433,2010 03 11 Thu,4.47
3434,2010 03 12 Fri,4.35
3435,2010 03 15 Mon,4.29
3436,2010 03 16 Tue,4.38
3437,2010 03 17 Wed,4.27
3438,2010 03 18 Thu,4.19
3439,2010 03 19 Fri,4.01
3440,2010 03 22 Mon,4.02
3441,2010 03 23 Tue,4.08
3442,2010 03 24 Wed,4.02
3443,2010 03 25 Thu,4.01
3444,2010 03 26 Fri,3.92
3445,2010 03 29 Mon,3.83
3446,2010 03 30 Tue,3.79
3447,2010 03 31 Wed,3.93
3448,2010 04 01 Thu,3.72
3449,2010 04 02 Fri,
3450,2010 04 05 Mon,3.93
3451,2010 04 06 Tue,4.16
3452,2010 04 07 Wed,4.08
3453,2010 04 08 Thu,3.92
3454,2010 04 09 Fri,3.9
3455,2010 04 12 Mon,4.04
3456,2010 04 13 Tue,3.97
3457,2010 04 14 Wed,4.15
3458,2010 04 15 Thu,4.16
3459,2010 04 16 Fri,3.97
3460,2010 04 19 Mon,4.02
3461,2010 04 20 Tue,3.93
3462,2010 04 21 Wed,3.96
3463,2010 04 22 Thu,3.95
3464,2010 04 23 Fri,4.07
3465,2010 04 26 Mon,4.23
3466,2010 04 27 Tue,4.18
3467,2010 04 28 Wed,4.19
3468,2010 04 29 Thu,4.24
3469,2010 04 30 Fri,3.94
3470,2010 05 03 Mon,3.86
3471,2010 05 04 Tue,3.96
3472,2010 05 05 Wed,4.0
3473,2010 05 06 Thu,3.97
3474,2010 05 07 Fri,3.91
3475,2010 05 10 Mon,4.08
3476,2010 05 11 Tue,4.15
3477,2010 05 12 Wed,4.18
3478,2010 05 13 Thu,4.26
3479,2010 05 14 Fri,4.27
3480,2010 05 17 Mon,4.34
3481,2010 05 18 Tue,4.42
3482,2010 05 19 Wed,4.28
3483,2010 05 20 Thu,4.12
3484,2010 05 21 Fri,4.12
3485,2010 05 24 Mon,4.08
3486,2010 05 25 Tue,4.08
3487,2010 05 26 Wed,4.19
3488,2010 05 27 Thu,4.22
3489,2010 05 28 Fri,4.31
3490,2010 05 31 Mon,
3491,2010 06 01 Tue,4.39
3492,2010 06 02 Wed,4.32
3493,2010 06 03 Thu,4.46
3494,2010 06 04 Fri,4.6
3495,2010 06 07 Mon,4.67
3496,2010 06 08 Tue,4.89
3497,2010 06 09 Wed,4.75
3498,2010 06 10 Thu,4.68
3499,2010 06 11 Fri,4.68
3500,2010 06 14 Mon,4.94
3501,2010 06 15 Tue,5.11
3502,2010 06 16 Wed,5.13
3503,2010 06 17 Thu,5.14
3504,2010 06 18 Fri,5.17
3505,2010 06 21 Mon,5.15
3506,2010 06 22 Tue,4.87
3507,2010 06 23 Wed,4.9
3508,2010 06 24 Thu,4.88
3509,2010 06 25 Fri,4.84
3510,2010 06 28 Mon,4.85
3511,2010 06 29 Tue,4.68
3512,2010 06 30 Wed,4.53
3513,2010 07 01 Thu,4.54
3514,2010 07 02 Fri,4.72
3515,2010 07 05 Mon,
3516,2010 07 06 Tue,4.85
3517,2010 07 07 Wed,4.76
3518,2010 07 08 Thu,4.61
3519,2010 07 09 Fri,4.36
3520,2010 07 12 Mon,4.42
3521,2010 07 13 Tue,4.46
3522,2010 07 14 Wed,4.39
3523,2010 07 15 Thu,4.43
3524,2010 07 16 Fri,4.68
3525,2010 07 19 Mon,4.56
3526,2010 07 20 Tue,4.59
3527,2010 07 21 Wed,4.7
3528,2010 07 22 Thu,4.67
3529,2010 07 23 Fri,4.69
3530,2010 07 26 Mon,4.65
3531,2010 07 27 Tue,4.72
3532,2010 07 28 Wed,4.75
3533,2010 07 29 Thu,4.8
3534,2010 07 30 Fri,4.81
3535,2010 08 02 Mon,4.94
3536,2010 08 03 Tue,4.78
3537,2010 08 04 Wed,4.77
3538,2010 08 05 Thu,4.84
3539,2010 08 06 Fri,4.67
3540,2010 08 09 Mon,4.52
3541,2010 08 10 Tue,4.43
3542,2010 08 11 Wed,4.38
3543,2010 08 12 Thu,4.42
3544,2010 08 13 Fri,4.35
3545,2010 08 16 Mon,4.37
3546,2010 08 17 Tue,4.28
3547,2010 08 18 Wed,4.35
3548,2010 08 19 Thu,4.29
3549,2010 08 20 Fri,4.19
3550,2010 08 23 Mon,4.12
3551,2010 08 24 Tue,4.07
3552,2010 08 25 Wed,3.99
3553,2010 08 26 Thu,3.85
3554,2010 08 27 Fri,3.75
3555,2010 08 30 Mon,3.77
3556,2010 08 31 Tue,3.8
3557,2010 09 01 Wed,3.73
3558,2010 09 02 Thu,3.74
3559,2010 09 03 Fri,3.74
3560,2010 09 06 Mon,
3561,2010 09 07 Tue,3.82
3562,2010 09 08 Wed,3.81
3563,2010 09 09 Thu,3.79
3564,2010 09 10 Fri,3.79
3565,2010 09 13 Mon,3.83
3566,2010 09 14 Tue,3.98
3567,2010 09 15 Wed,4.06
3568,2010 09 16 Thu,4.09
3569,2010 09 17 Fri,4.11
3570,2010 09 20 Mon,4.01
3571,2010 09 21 Tue,3.95
3572,2010 09 22 Wed,4.02
3573,2010 09 23 Thu,4.08
3574,2010 09 24 Fri,3.97
3575,2010 09 27 Mon,3.8
3576,2010 09 28 Tue,3.8
3577,2010 09 29 Wed,3.81
3578,2010 09 30 Thu,3.85
3579,2010 10 01 Fri,3.67
3580,2010 10 04 Mon,3.56
3581,2010 10 05 Tue,3.51
3582,2010 10 06 Wed,3.56
3583,2010 10 07 Thu,3.62
3584,2010 10 08 Fri,3.36
3585,2010 10 11 Mon,3.43
3586,2010 10 12 Tue,3.4
3587,2010 10 13 Wed,3.58
3588,2010 10 14 Thu,3.58
3589,2010 10 15 Fri,3.47
3590,2010 10 18 Mon,3.36
3591,2010 10 19 Tue,3.36
3592,2010 10 20 Wed,3.46
3593,2010 10 21 Thu,3.46
3594,2010 10 22 Fri,3.19
3595,2010 10 25 Mon,3.18
3596,2010 10 26 Tue,3.28
3597,2010 10 27 Wed,3.37
3598,2010 10 28 Thu,3.36
3599,2010 10 29 Fri,3.36
3600,2010 11 01 Mon,3.42
3601,2010 11 02 Tue,3.2
3602,2010 11 03 Wed,3.35
3603,2010 11 04 Thu,3.53
3604,2010 11 05 Fri,3.47
3605,2010 11 08 Mon,3.49
3606,2010 11 09 Tue,3.76
3607,2010 11 10 Wed,4.0
3608,2010 11 11 Thu,3.73
3609,2010 11 12 Fri,3.5
3610,2010 11 15 Mon,3.56
3611,2010 11 16 Tue,3.66
3612,2010 11 17 Wed,3.77
3613,2010 11 18 Thu,3.89
3614,2010 11 19 Fri,3.79
3615,2010 11 22 Mon,4.02
3616,2010 11 23 Tue,3.93
3617,2010 11 24 Wed,3.82
3618,2010 11 25 Thu,
3619,2010 11 26 Fri,3.82
3620,2010 11 29 Mon,4.12
3621,2010 11 30 Tue,4.16
3622,2010 12 01 Wed,4.21
3623,2010 12 02 Thu,4.28
3624,2010 12 03 Fri,4.23
3625,2010 12 06 Mon,4.47
3626,2010 12 07 Tue,4.48
3627,2010 12 08 Wed,4.47
3628,2010 12 09 Thu,4.52
3629,2010 12 10 Fri,4.37
3630,2010 12 13 Mon,4.55
3631,2010 12 14 Tue,4.35
3632,2010 12 15 Wed,4.22
3633,2010 12 16 Thu,4.19
3634,2010 12 17 Fri,3.99
3635,2010 12 20 Mon,4.1
3636,2010 12 21 Tue,4.17
3637,2010 12 22 Wed,4.01
3638,2010 12 23 Thu,4.08
3639,2010 12 24 Fri,
3640,2010 12 27 Mon,4.05
3641,2010 12 28 Tue,4.1
3642,2010 12 29 Wed,4.19
3643,2010 12 30 Thu,4.22
3644,2010 12 31 Fri,4.22
3645,2011 01 03 Mon,4.54
3646,2011 01 04 Tue,4.61
3647,2011 01 05 Wed,4.52
3648,2011 01 06 Thu,4.49
3649,2011 01 07 Fri,4.42
3650,2011 01 10 Mon,4.49
3651,2011 01 11 Tue,4.42
3652,2011 01 12 Wed,4.55
3653,2011 01 13 Thu,4.48
3654,2011 01 14 Fri,4.38
3655,2011 01 17 Mon,
3656,2011 01 18 Tue,4.52
3657,2011 01 19 Wed,4.48
3658,2011 01 20 Thu,4.57
3659,2011 01 21 Fri,4.72
3660,2011 01 24 Mon,4.72
3661,2011 01 25 Tue,4.46
3662,2011 01 26 Wed,4.4
3663,2011 01 27 Thu,4.41
3664,2011 01 28 Fri,4.27
3665,2011 01 31 Mon,4.42
3666,2011 02 01 Tue,4.42
3667,2011 02 02 Wed,4.55
3668,2011 02 03 Thu,4.69
3669,2011 02 04 Fri,4.48
3670,2011 02 07 Mon,4.32
3671,2011 02 08 Tue,4.24
3672,2011 02 09 Wed,4.22
3673,2011 02 10 Thu,4.11
3674,2011 02 11 Fri,3.96
3675,2011 02 14 Mon,3.89
3676,2011 02 15 Tue,3.92
3677,2011 02 16 Wed,3.93
3678,2011 02 17 Thu,3.9
3679,2011 02 18 Fri,3.84
3680,2011 02 21 Mon,
3681,2011 02 22 Tue,3.89
3682,2011 02 23 Wed,3.83
3683,2011 02 24 Thu,3.83
3684,2011 02 25 Fri,3.81
3685,2011 02 28 Mon,3.93
3686,2011 03 01 Tue,3.93
3687,2011 03 02 Wed,3.79
3688,2011 03 03 Thu,3.75
3689,2011 03 04 Fri,3.7
3690,2011 03 07 Mon,3.73
3691,2011 03 08 Tue,3.83
3692,2011 03 09 Wed,3.81
3693,2011 03 10 Thu,3.87
3694,2011 03 11 Fri,3.78
3695,2011 03 14 Mon,3.9
3696,2011 03 15 Tue,3.81
3697,2011 03 16 Wed,3.86
3698,2011 03 17 Thu,3.85
3699,2011 03 18 Fri,3.98
3700,2011 03 21 Mon,3.99
3701,2011 03 22 Tue,4.05
3702,2011 03 23 Wed,4.18
3703,2011 03 24 Thu,4.27
3704,2011 03 25 Fri,4.13
3705,2011 03 28 Mon,4.35
3706,2011 03 29 Tue,4.27
3707,2011 03 30 Wed,4.25
3708,2011 03 31 Thu,4.32
3709,2011 04 01 Fri,4.32
3710,2011 04 04 Mon,4.21
3711,2011 04 05 Tue,4.22
3712,2011 04 06 Wed,4.17
3713,2011 04 07 Thu,4.12
3714,2011 04 08 Fri,4.05
3715,2011 04 11 Mon,4.05
3716,2011 04 12 Tue,4.08
3717,2011 04 13 Wed,4.14
3718,2011 04 14 Thu,4.12
3719,2011 04 15 Fri,4.21
3720,2011 04 18 Mon,4.23
3721,2011 04 19 Tue,4.19
3722,2011 04 20 Wed,4.33
3723,2011 04 21 Thu,4.33
3724,2011 04 22 Fri,
3725,2011 04 25 Mon,4.37
3726,2011 04 26 Tue,4.32
3727,2011 04 27 Wed,4.35
3728,2011 04 28 Thu,4.38
3729,2011 04 29 Fri,4.51
3730,2011 05 02 Mon,4.6
3731,2011 05 03 Tue,4.6
3732,2011 05 04 Wed,4.59
3733,2011 05 05 Thu,4.49
3734,2011 05 06 Fri,4.24
3735,2011 05 09 Mon,4.28
3736,2011 05 10 Tue,4.19
3737,2011 05 11 Wed,4.23
3738,2011 05 12 Thu,4.1
3739,2011 05 13 Fri,4.09
3740,2011 05 16 Mon,4.21
3741,2011 05 17 Tue,4.25
3742,2011 05 18 Wed,4.15
3743,2011 05 19 Thu,4.1
3744,2011 05 20 Fri,4.05
3745,2011 05 23 Mon,4.27
3746,2011 05 24 Tue,4.37
3747,2011 05 25 Wed,4.36
3748,2011 05 26 Thu,4.37
3749,2011 05 27 Fri,4.36
3750,2011 05 30 Mon,
3751,2011 05 31 Tue,4.63
3752,2011 06 01 Wed,4.62
3753,2011 06 02 Thu,4.64
3754,2011 06 03 Fri,4.72
3755,2011 06 06 Mon,4.83
3756,2011 06 07 Tue,4.83
3757,2011 06 08 Wed,4.83
3758,2011 06 09 Thu,4.92
3759,2011 06 10 Fri,4.72
3760,2011 06 13 Mon,4.75
3761,2011 06 14 Tue,4.59
3762,2011 06 15 Wed,4.53
3763,2011 06 16 Thu,4.54
3764,2011 06 17 Fri,4.39
3765,2011 06 20 Mon,4.33
3766,2011 06 21 Tue,4.37
3767,2011 06 22 Wed,4.42
3768,2011 06 23 Thu,4.31
3769,2011 06 24 Fri,4.2
3770,2011 06 27 Mon,4.25
3771,2011 06 28 Tue,4.34
3772,2011 06 29 Wed,4.4
3773,2011 06 30 Thu,4.28
3774,2011 07 01 Fri,4.33
3775,2011 07 04 Mon,
3776,2011 07 05 Tue,4.4
3777,2011 07 06 Wed,4.34
3778,2011 07 07 Thu,4.25
3779,2011 07 08 Fri,4.19
3780,2011 07 11 Mon,4.35
3781,2011 07 12 Tue,4.38
3782,2011 07 13 Wed,4.43
3783,2011 07 14 Thu,4.42
3784,2011 07 15 Fri,4.49
3785,2011 07 18 Mon,4.6
3786,2011 07 19 Tue,4.6
3787,2011 07 20 Wed,4.64
3788,2011 07 21 Thu,4.58
3789,2011 07 22 Fri,4.46
3790,2011 07 25 Mon,4.45
3791,2011 07 26 Tue,4.43
3792,2011 07 27 Wed,4.46
3793,2011 07 28 Thu,4.41
3794,2011 07 29 Fri,4.26
3795,2011 08 01 Mon,4.29
3796,2011 08 02 Tue,4.3
3797,2011 08 03 Wed,4.26
3798,2011 08 04 Thu,4.2
3799,2011 08 05 Fri,4.0
3800,2011 08 08 Mon,4.0
3801,2011 08 09 Tue,4.06
3802,2011 08 10 Wed,4.09
3803,2011 08 11 Thu,4.06
3804,2011 08 12 Fri,4.17
3805,2011 08 15 Mon,4.05
3806,2011 08 16 Tue,4.03
3807,2011 08 17 Wed,3.98
3808,2011 08 18 Thu,3.98
3809,2011 08 19 Fri,3.99
3810,2011 08 22 Mon,3.97
3811,2011 08 23 Tue,4.01
3812,2011 08 24 Wed,4.1
3813,2011 08 25 Thu,4.01
3814,2011 08 26 Fri,3.96
3815,2011 08 29 Mon,3.93
3816,2011 08 30 Tue,3.85
3817,2011 08 31 Wed,3.97
3818,2011 09 01 Thu,4.18
3819,2011 09 02 Fri,4.12
3820,2011 09 05 Mon,
3821,2011 09 06 Tue,3.93
3822,2011 09 07 Wed,3.96
3823,2011 09 08 Thu,3.99
3824,2011 09 09 Fri,3.96
3825,2011 09 12 Mon,3.92
3826,2011 09 13 Tue,3.96
3827,2011 09 14 Wed,4.01
3828,2011 09 15 Thu,4.04
3829,2011 09 16 Fri,3.84
3830,2011 09 19 Mon,3.78
3831,2011 09 20 Tue,3.84
3832,2011 09 21 Wed,3.78
3833,2011 09 22 Thu,3.72
3834,2011 09 23 Fri,3.74
3835,2011 09 26 Mon,3.8
3836,2011 09 27 Tue,3.92
3837,2011 09 28 Wed,3.88
3838,2011 09 29 Thu,3.77
3839,2011 09 30 Fri,3.68
3840,2011 10 03 Mon,3.57
3841,2011 10 04 Tue,3.56
3842,2011 10 05 Wed,3.63
3843,2011 10 06 Thu,3.49
3844,2011 10 07 Fri,3.4
3845,2011 10 10 Mon,3.41
3846,2011 10 11 Tue,3.52
3847,2011 10 12 Wed,3.54
3848,2011 10 13 Thu,3.42
3849,2011 10 14 Fri,3.49
3850,2011 10 17 Mon,3.72
3851,2011 10 18 Tue,3.63
3852,2011 10 19 Wed,3.59
3853,2011 10 20 Thu,3.61
3854,2011 10 21 Fri,3.54
3855,2011 10 24 Mon,3.61
3856,2011 10 25 Tue,3.62
3857,2011 10 26 Wed,3.65
3858,2011 10 27 Thu,3.59
3859,2011 10 28 Fri,3.63
3860,2011 10 31 Mon,3.66
3861,2011 11 01 Tue,3.49
3862,2011 11 02 Wed,3.39
3863,2011 11 03 Thu,3.39
3864,2011 11 04 Fri,3.44
3865,2011 11 07 Mon,3.35
3866,2011 11 08 Tue,3.42
3867,2011 11 09 Wed,3.55
3868,2011 11 10 Thu,3.48
3869,2011 11 11 Fri,3.29
3870,2011 11 14 Mon,3.17
3871,2011 11 15 Tue,3.12
3872,2011 11 16 Wed,3.11
3873,2011 11 17 Thu,3.11
3874,2011 11 18 Fri,3.01
3875,2011 11 21 Mon,2.94
3876,2011 11 22 Tue,3.06
3877,2011 11 23 Wed,2.84
3878,2011 11 24 Thu,
3879,2011 11 25 Fri,2.84
3880,2011 11 28 Mon,3.09
3881,2011 11 29 Tue,3.39
3882,2011 11 30 Wed,3.53
3883,2011 12 01 Thu,3.49
3884,2011 12 02 Fri,3.35
3885,2011 12 05 Mon,3.38
3886,2011 12 06 Tue,3.43
3887,2011 12 07 Wed,3.45
3888,2011 12 08 Thu,3.42
3889,2011 12 09 Fri,3.29
3890,2011 12 12 Mon,3.13
3891,2011 12 13 Tue,3.12
3892,2011 12 14 Wed,3.08
3893,2011 12 15 Thu,3.05
3894,2011 12 16 Fri,3.01
3895,2011 12 19 Mon,3.03
3896,2011 12 20 Tue,3.06
3897,2011 12 21 Wed,3.05
3898,2011 12 22 Thu,3.08
3899,2011 12 23 Fri,2.97
3900,2011 12 26 Mon,
3901,2011 12 27 Tue,3.09
3902,2011 12 28 Wed,3.07
3903,2011 12 29 Thu,3.03
3904,2011 12 30 Fri,2.98
3905,2012 01 02 Mon,
3906,2012 01 03 Tue,2.97
3907,2012 01 04 Wed,2.96
3908,2012 01 05 Thu,2.91
3909,2012 01 06 Fri,2.85
3910,2012 01 09 Mon,2.89
3911,2012 01 10 Tue,2.97
3912,2012 01 11 Wed,2.81
3913,2012 01 12 Thu,2.7
3914,2012 01 13 Fri,2.67
3915,2012 01 16 Mon,
3916,2012 01 17 Tue,2.51
3917,2012 01 18 Wed,2.49
3918,2012 01 19 Thu,2.36
3919,2012 01 20 Fri,2.23
3920,2012 01 23 Mon,2.39
3921,2012 01 24 Tue,2.6
3922,2012 01 25 Wed,2.61
3923,2012 01 26 Thu,2.68
3924,2012 01 27 Fri,2.59
3925,2012 01 30 Mon,2.71
3926,2012 01 31 Tue,2.51
3927,2012 02 01 Wed,2.32
3928,2012 02 02 Thu,2.3
3929,2012 02 03 Fri,2.4
3930,2012 02 06 Mon,2.46
3931,2012 02 07 Tue,2.6
3932,2012 02 08 Wed,2.48
3933,2012 02 09 Thu,2.5
3934,2012 02 10 Fri,2.51
3935,2012 02 13 Mon,2.42
3936,2012 02 14 Tue,2.48
3937,2012 02 15 Wed,2.54
3938,2012 02 16 Thu,2.47
3939,2012 02 17 Fri,2.67
3940,2012 02 20 Mon,
3941,2012 02 21 Tue,2.63
3942,2012 02 22 Wed,2.6
3943,2012 02 23 Thu,2.68
3944,2012 02 24 Fri,2.6
3945,2012 02 27 Mon,2.55
3946,2012 02 28 Tue,2.44
3947,2012 02 29 Wed,2.44
3948,2012 03 01 Thu,2.45
3949,2012 03 02 Fri,2.38
3950,2012 03 05 Mon,2.31
3951,2012 03 06 Tue,2.3
3952,2012 03 07 Wed,2.24
3953,2012 03 08 Thu,2.24
3954,2012 03 09 Fri,2.21
3955,2012 03 12 Mon,2.17
3956,2012 03 13 Tue,2.15
3957,2012 03 14 Wed,2.13
3958,2012 03 15 Thu,2.07
3959,2012 03 16 Fri,2.01
3960,2012 03 19 Mon,2.14
